央视频道,#genre#
CCTV4k,http://3501776.xyz:35455/rptv/G_CCTV-4K-HD.m3u8?license=gitv
CCTV4k,http://clip.hothua.cn:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://clip.hothua.cn:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://clip.hothua.cn:35455/rptv/G_CCTV-4K-HD.m3u8?license=gitv
CCTV4k,http://ddns.9ump.com:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://ddns.9ump.com:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://dsm.huarunguoji.top:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://dsm.huarunguoji.top:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://dsm.huarunguoji.top:35455/rptv/G_CCTV-4K-HD.m3u8?license=gitv
CCTV4k,http://feiyang.ak47s.top:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://feiyang.ak47s.top:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://gf.you123.fun:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://gf.you123.fun:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://home.wwang.pw:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://home.wwang.pw:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://home.wwang.pw:35455/rptv/G_CCTV-4K-HD.m3u8?license=gitv
CCTV4k,http://hulun.top:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://hulun.top:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://hulun.top:35455/rptv/G_CCTV-4K-HD.m3u8?license=gitv
CCTV4k,http://iptv.hothua.cn:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://iptv.hothua.cn:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://iptv.hothua.cn:35455/rptv/G_CCTV-4K-HD.m3u8?license=gitv
CCTV4k,http://liqunhui.cn:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://liqunhui.cn:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://mvfn.zhch1968.com:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://mvfn.zhch1968.com:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://www.szd5.com:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://www.szd5.com:35455/gaoma/CCTV4k_10m.m3u8
CCTV4k,http://www.xzbn.site:35455/gaoma/CCTV4k.m3u8
CCTV4k,http://www.xzbn.site:35455/gaoma/CCTV4k_10m.m3u8
