📡央视频道👉,#genre#
文化精品,http://123.180.139.180:8888/rtp/239.254.201.229:7260
早期教育,http://123.180.139.180:8888/rtp/239.254.201.230:7253
梨园,http://123.180.139.180:8888/rtp/239.254.201.231:7228
CGTN英文记录,http://123.180.139.180:8888/rtp/239.254.201.208:4220
CGTN西班牙语,http://123.180.139.180:8888/rtp/239.254.201.209:4220
CGTN法语,http://123.180.139.180:8888/rtp/239.254.201.210:4220
CGTN阿拉伯语,http://123.180.139.180:8888/rtp/239.254.201.211:4220
CGTN俄语,http://123.180.139.180:8888/rtp/239.254.201.212:4220
中国交通频道,http://123.180.139.180:8888/rtp/239.254.201.110:5181
羽毛球专区,http://123.180.139.180:8888/rtp/239.254.201.214:7264
辅视角2,http://123.180.139.180:8888/rtp/239.254.201.87:6000
辅视角3,http://123.180.139.180:8888/rtp/239.254.201.88:6000
4k直播,http://123.180.139.180:8888/rtp/239.254.200.243:6000
SLTV,http://123.180.139.180:8888/rtp/239.254.201.100:5179
九屏直播频道,http://123.180.139.180:8888/rtp/239.254.200.248:6000
中式八球国际公开赛,http://123.180.139.180:8888/rtp/239.254.200.187:6000
CGTN,http://220.189.108.176:19888/rtp/233.50.201.126:5140
CGTN西班牙语,http://220.189.108.176:19888/rtp/233.50.201.36:5140
CGTN法语,http://220.189.108.176:19888/rtp/233.50.201.37:5140
CGTN阿拉伯语,http://220.189.108.176:19888/rtp/233.50.201.38:5140
CGTN俄语,http://220.189.108.176:19888/rtp/233.50.201.39:5140
极速汽车,http://220.189.108.176:19888/rtp/233.50.201.208:5140
YMG新闻,http://220.189.108.176:19888//rtp/233.50.201.159:5140
法制天地,http://220.189.108.176:19888/rtp/233.50.201.191:5140
金鹰卡通,http://220.189.108.176:19888/rtp/233.50.201.73:5140
哈哈炫动,http://220.189.108.176:19888/rtp/233.50.201.74:5140
动漫秀场,http://220.189.108.176:19888/rtp/233.50.201.184:5140
游戏风云,http://220.189.108.176:19888/rtp/233.50.201.183:5140
乐游,http://220.189.108.176:19888/rtp/233.50.201.185:5140
金色学堂,http://220.189.108.176:19888/rtp/233.50.201.186:5140
生活时尚,http://220.189.108.176:19888/rtp/233.50.201.187:5140
茶频道,http://220.189.108.176:19888/rtp/233.50.201.188:5140
快乐垂钓,http://220.189.108.176:19888/rtp/233.50.201.109:5140
BesTV,http://220.189.108.176:19888/rtp/233.50.201.201:5140
中国蓝直播,http://220.189.108.176:19888/rtp/233.50.201.193:5140
新视觉,http://220.189.108.176:19888/rtp/233.50.201.244:5140
欢笑剧场,http://220.189.108.176:19888/rtp/233.50.201.189:5140
都市剧场,http://220.189.108.176:19888/rtp/233.50.201.190:5140
电视购物,http://220.189.108.176:19888/rtp/233.50.201.248:5140
家有购物,http://220.189.108.176:19888/rtp/233.50.201.90:5140
游戏频道,http://220.189.108.176:19888/rtp/233.50.201.207:5140
游戏频道,http://220.189.108.176:19888/rtp/233.50.201.215:5140
未知频道,http://220.189.108.176:19888/rtp/233.50.201.224:5140
中国蓝直播,http://220.189.108.176:19888/rtp/233.50.201.108:5140
浙江之声广播,http://220.189.108.176:19888/rtp/233.50.201.79:5140
浙江新闻广播,http://220.189.108.176:19888/rtp/233.50.201.80:5140
经济频道广播,http://220.189.108.176:19888/rtp/233.50.201.81:5140
音乐调频广播,http://220.189.108.176:19888/rtp/233.50.201.82:5140
交通之声广播,http://220.189.108.176:19888/rtp/233.50.201.83:5140
旅游之声广播,http://220.189.108.176:19888/rtp/233.50.201.84:5140
城市之声广播,http://220.189.108.176:19888/rtp/233.50.201.85:5140
民生资讯广播,http://220.189.108.176:19888/rtp/233.50.201.86:5140
